Action,Item number,Custom label (SKU),Item photo URL
Revise,406903731967,69f839eaf9374ed4f105a092,https://images.printify.com/mockup/69f839eaf9374ed4f105a092/106190/104763/gothic-banshee-lantern-5x7-acrylic-print-grimdark-fantasy-decor-silver-flame.jpg?camera_label=front|https://images.printify.com/mockup/69f839eaf9374ed4f105a092/106190/104925/gothic-banshee-lantern-5x7-acrylic-print-grimdark-fantasy-decor-silver-flame.jpg?camera_label=back|https://images.printify.com/mockup/69f839eaf9374ed4f105a092/106190/104884/gothic-banshee-lantern-5x7-acrylic-print-grimdark-fantasy-decor-silver-flame.jpg?camera_label=side-1|https://images.printify.com/mockup/69f839eaf9374ed4f105a092/106190/104923/gothic-banshee-lantern-5x7-acrylic-print-grimdark-fantasy-decor-silver-flame.jpg?camera_label=side-2
Revise,406903252506,69f83957ffbc831dea082e1a,https://images.printify.com/mockup/69f83957ffbc831dea082e1a/106190/104763/voidwalker-eternal-lamp-grimdark-gothic-5x7-acrylic-art-premium-collectible.jpg?camera_label=front|https://images.printify.com/mockup/69f83957ffbc831dea082e1a/106190/104925/voidwalker-eternal-lamp-grimdark-gothic-5x7-acrylic-art-premium-collectible.jpg?camera_label=back|https://images.printify.com/mockup/69f83957ffbc831dea082e1a/106190/104884/voidwalker-eternal-lamp-grimdark-gothic-5x7-acrylic-art-premium-collectible.jpg?camera_label=side-1|https://images.printify.com/mockup/69f83957ffbc831dea082e1a/106190/104923/voidwalker-eternal-lamp-grimdark-gothic-5x7-acrylic-art-premium-collectible.jpg?camera_label=side-2
Revise,406903760725,69f863f9f9374ed4f105c588,https://images.printify.com/mockup/69f863f9f9374ed4f105c588/106190/104763/grimdark-deathspeaker-oracle-lamp-5x7-acrylic-print-gothic-fantasy-decor-shelf.jpg?camera_label=front|https://images.printify.com/mockup/69f863f9f9374ed4f105c588/106190/104925/grimdark-deathspeaker-oracle-lamp-5x7-acrylic-print-gothic-fantasy-decor-shelf.jpg?camera_label=back|https://images.printify.com/mockup/69f863f9f9374ed4f105c588/106190/104884/grimdark-deathspeaker-oracle-lamp-5x7-acrylic-print-gothic-fantasy-decor-shelf.jpg?camera_label=side-1|https://images.printify.com/mockup/69f863f9f9374ed4f105c588/106190/104923/grimdark-deathspeaker-oracle-lamp-5x7-acrylic-print-gothic-fantasy-decor-shelf.jpg?camera_label=side-2
