ID,Asset,File,Width,Height,Sharpness,Status
Sticker-Zen-0030,Production,Production_Design.png,1664,1664,184.99,ok
Sticker-Zen-0030,U1,Sticker-Zen-0030_U1_Grid.png,256,256,1787.54,low_resolution
Sticker-Zen-0030,U2,Sticker-Zen-0030_U2_Grid.png,256,256,1326.33,low_resolution
Sticker-Zen-0030,U3,Sticker-Zen-0030_U3_Grid.png,256,256,1652.45,low_resolution
Sticker-Zen-0030,U4,Sticker-Zen-0030_U4_Grid.png,256,256,1677.55,low_resolution
Sticker-Zen-0031,Cover,Cover_Mockup.png,1800,1800,1697.51,ok
Sticker-Zen-0031,Production,Production_Design.png,1664,1664,1886.77,ok
Sticker-Zen-0031,U1,Sticker-Zen-0031_U1_Grid.png,1024,1024,2447.51,ok
Sticker-Zen-0031,U2,Sticker-Zen-0031_U2_Grid.png,1024,1024,1295.86,ok
Sticker-Zen-0031,U3,Sticker-Zen-0031_U3_Grid.png,1024,1024,1920.99,ok
Sticker-Zen-0031,U4,Sticker-Zen-0031_U4_Grid.png,1024,1024,2268.58,ok
Sticker-Zen-0032,Cover,Cover_Mockup.png,1800,1800,2717.23,ok
Sticker-Zen-0032,Production,Production_Design.png,1664,1664,2988.12,ok
Sticker-Zen-0032,U1,Sticker-Zen-0032_U1_Grid.png,1024,1024,3983.07,ok
Sticker-Zen-0032,U2,Sticker-Zen-0032_U2_Grid.png,1024,1024,1615.85,ok
Sticker-Zen-0032,U3,Sticker-Zen-0032_U3_Grid.png,1024,1024,3491.13,ok
Sticker-Zen-0032,U4,Sticker-Zen-0032_U4_Grid.png,1024,1024,2934.83,ok
Sticker-Zen-0033,Cover,Cover_Mockup.png,1800,1800,235.42,ok
Sticker-Zen-0033,Production,Production_Design.png,1664,1664,166.86,ok
Sticker-Zen-0033,U1,Sticker-Zen-0033_U1_Grid.png,256,256,225.67,low_resolution
Sticker-Zen-0033,U2,Sticker-Zen-0033_U2_Grid.png,256,256,250.33,low_resolution
Sticker-Zen-0033,U3,Sticker-Zen-0033_U3_Grid.png,256,256,737.78,low_resolution
Sticker-Zen-0033,U4,Sticker-Zen-0033_U4_Grid.png,256,256,808.81,low_resolution
Sticker-Zen-0034,Cover,Cover_Mockup.png,1800,1800,1834.35,ok
Sticker-Zen-0034,Production,Production_Design.png,1664,1664,1882.47,ok
Sticker-Zen-0034,U1,Sticker-Zen-0034_U1_Grid.png,1024,1024,1836.13,ok
Sticker-Zen-0034,U2,Sticker-Zen-0034_U2_Grid.png,1024,1024,1789.53,ok
Sticker-Zen-0034,U3,Sticker-Zen-0034_U3_Grid.png,1024,1024,1928.86,ok
Sticker-Zen-0034,U4,Sticker-Zen-0034_U4_Grid.png,1024,1024,1484.59,ok
Sticker-Zen-0035,Cover,Cover_Mockup.png,1800,1800,2262.08,ok
Sticker-Zen-0035,Production,Production_Design.png,1664,1664,2364.24,ok
Sticker-Zen-0035,U1,Sticker-Zen-0035_U1_Grid.png,1024,1024,3323.56,ok
Sticker-Zen-0035,U2,Sticker-Zen-0035_U2_Grid.png,1024,1024,2577.54,ok
Sticker-Zen-0035,U3,Sticker-Zen-0035_U3_Grid.png,1024,1024,1893.02,ok
Sticker-Zen-0035,U4,Sticker-Zen-0035_U4_Grid.png,1024,1024,2321.39,ok
Sticker-Zen-0036,Cover,Cover_Mockup.png,1800,1800,198.5,ok
Sticker-Zen-0036,Production,Production_Design.png,1664,1664,171.63,ok
Sticker-Zen-0036,U1,Sticker-Zen-0036_U1_Grid.png,1024,1024,1303.69,ok
Sticker-Zen-0036,U2,Sticker-Zen-0036_U2_Grid.png,1024,1024,1750.57,ok
Sticker-Zen-0036,U3,Sticker-Zen-0036_U3_Grid.png,1024,1024,1852.97,ok
Sticker-Zen-0036,U4,Sticker-Zen-0036_U4_Grid.png,1024,1024,1610.87,ok
Sticker-Zen-0037,Cover,Cover_Mockup.png,1800,1800,1544.67,ok
Sticker-Zen-0037,Production,Production_Design.png,1664,1664,1768.0,ok
Sticker-Zen-0037,U1,Sticker-Zen-0037_U1_Grid.png,1024,1024,878.39,ok
Sticker-Zen-0037,U2,Sticker-Zen-0037_U2_Grid.png,1024,1024,3038.54,ok
Sticker-Zen-0037,U3,Sticker-Zen-0037_U3_Grid.png,1024,1024,1107.94,ok
Sticker-Zen-0037,U4,Sticker-Zen-0037_U4_Grid.png,1024,1024,955.06,ok
Sticker-Zen-0038,Cover,Cover_Mockup.png,1800,1800,1554.47,ok
Sticker-Zen-0038,Production,Production_Design.png,1664,1664,1672.35,ok
Sticker-Zen-0038,U1,Sticker-Zen-0038_U1_Grid.png,1024,1024,3398.4,ok
Sticker-Zen-0038,U2,Sticker-Zen-0038_U2_Grid.png,1024,1024,1139.65,ok
Sticker-Zen-0038,U3,Sticker-Zen-0038_U3_Grid.png,1024,1024,2632.49,ok
Sticker-Zen-0038,U4,Sticker-Zen-0038_U4_Grid.png,1024,1024,2286.15,ok
Sticker-Zen-0039,Cover,Cover_Mockup.png,1800,1800,235.42,ok
Sticker-Zen-0039,Production,Production_Design.png,1664,1664,166.86,ok
Sticker-Zen-0039,U1,Sticker-Zen-0039_U1_Grid.png,256,256,225.67,low_resolution
