Timestamp,Action,Status,URL,Detail
2026-05-09T01:08:26-04:00,INFO_PAGE_TEXT,DRY_RUN_READY,https://www.etsy.com/your/shops/me?ref=seller-platform-mcnav,"{""announcement"": """", ""sale"": """", ""digital"": """"}"
2026-05-09T01:08:28-04:00,SHOP_BASICS_PROBE,PROBED,https://www.etsy.com/your/shops/me/settings/your-shop/shop-basics?ref=seller-platform-mcnav,"{""url"": ""https://www.etsy.com/your/shops/me/settings/your-shop/shop-basics?ref=seller-platform-mcnav"", ""title"": ""Shop basics - Your shop - Etsy"", ""text"": ""\n\nSkip to Content\nShop manager menu\nTotal finances subnav notification count\nTotal settings subnav notification count\n\nEtsy\n\nDriveFuel\n\nWant your own website?\n\nLearn more about Pattern\n\nSell in person\n\nFind out how with Square\n\n\n\n   United States   |   English (US)   |   $ (USD)\n© 2026 Etsy, Inc.\nTerms of Use Privacy Interest-based ads Local Shops Regions Help Center\n\n"", ""buttons"": [{""i"": 1, ""text"": ""Minimize shop manager"", ""disabled"": false, ""visible"": true}, {""i"": 4, ""text"": ""Total finances subnav notification count"", ""disabled"": false, ""visible"": true}, {""i"": 6, ""text"": ""Total settings subnav notification count"", ""disabled"": false, ""visible"": true}, {""i"": 8, ""text"": ""Regions"", ""disabled"": false, ""visible"": true}, {""i"": 12, ""text"": ""Close"", ""disabled"": false, ""visible"": true}, {""i"": 13, ""text"": ""Close"", ""di"
2026-05-09T01:08:41-04:00,INFO_PAGE_TEXT,FAILED,https://www.etsy.com/your/shops/me?ref=seller-platform-mcnav,null
2026-05-09T01:08:46-04:00,SHOP_BASICS_PROBE,PROBED,https://www.etsy.com/your/shops/me/settings/your-shop/shop-basics?ref=seller-platform-mcnav,"{""url"": ""https://www.etsy.com/your/shops/me/settings/your-shop/shop-basics?ref=seller-platform-mcnav"", ""title"": ""Shop basics - Your shop - Etsy"", ""text"": ""\n\nSkip to Content\nShop manager menu\nTotal finances subnav notification count\nTotal settings subnav notification count\n\nEtsy\n\nDriveFuel\n\nWant your own website?\n\nLearn more about Pattern\n\nSell in person\n\nFind out how with Square\n\n\n\n   United States   |   English (US)   |   $ (USD)\n© 2026 Etsy, Inc.\nTerms of Use Privacy Interest-based ads Local Shops Regions Help Center\n\n"", ""buttons"": [{""i"": 1, ""text"": ""Minimize shop manager"", ""disabled"": false, ""visible"": true}, {""i"": 4, ""text"": ""Total finances subnav notification count"", ""disabled"": false, ""visible"": true}, {""i"": 6, ""text"": ""Total settings subnav notification count"", ""disabled"": false, ""visible"": true}, {""i"": 8, ""text"": ""Regions"", ""disabled"": false, ""visible"": true}, {""i"": 12, ""text"": ""Close"", ""disabled"": false, ""visible"": true}, {""i"": 13, ""text"": ""Close"", ""di"
2026-05-09T01:16:02-04:00,INFO_PAGE_TEXT,DRY_RUN_READY,https://www.etsy.com/your/shops/me?ref=seller-platform-mcnav,"{""announcement"": ""Quiet Relic Studio creates small-batch wall art, acrylic display objects, and printable study-room pieces inspired by jade textures, scholar rooms, quiet ritual objects, kintsugi detail, and wabi-sabi calm. Each physical piece is produced on demand through trusted production partners."", ""sale"": ""Thank you for ordering from Quiet Relic Studio. Physical items are made on demand through a production partner, so small color or finish differences can happen between screen previews and the final piece. If a production issue arrives, please send clear photos so it can be reviewed."", ""digital"": ""Thank you for choosing a Quiet Relic Studio digital download. No physical item will be shipped for digital listings. Your files are prepared for personal use and may not be resold, redistributed, or used as a competing commercial file set.""}"
2026-05-09T01:16:05-04:00,SHOP_BASICS_PROBE,PROBED,https://www.etsy.com/your/shops/me/settings/your-shop/shop-basics?ref=seller-platform-mcnav,"{""url"": ""https://www.etsy.com/your/shops/me/settings/your-shop/shop-basics?ref=seller-platform-mcnav"", ""title"": ""Shop basics - Your shop - Etsy"", ""text"": ""\n\nSkip to Content\nShop manager menu\nTotal finances subnav notification count\nTotal settings subnav notification count\n\nEtsy\n\nDriveFuel\n\nWant your own website?\n\nLearn more about Pattern\n\nSell in person\n\nFind out how with Square\n\n\n\n   United States   |   English (US)   |   $ (USD)\n© 2026 Etsy, Inc.\nTerms of Use Privacy Interest-based ads Local Shops Regions Help Center\n\n"", ""buttons"": [{""i"": 1, ""text"": ""Minimize shop manager"", ""disabled"": false, ""visible"": true}, {""i"": 4, ""text"": ""Total finances subnav notification count"", ""disabled"": false, ""visible"": true}, {""i"": 6, ""text"": ""Total settings subnav notification count"", ""disabled"": false, ""visible"": true}, {""i"": 8, ""text"": ""Regions"", ""disabled"": false, ""visible"": true}, {""i"": 12, ""text"": ""Close"", ""disabled"": false, ""visible"": true}, {""i"": 13, ""text"": ""Close"", ""di"
2026-05-09T01:16:21-04:00,INFO_PAGE_TEXT,FAILED,https://www.etsy.com/your/shops/me?ref=seller-platform-mcnav,null
2026-05-09T01:16:24-04:00,INFO_PAGE_TEXT,UPDATED_VERIFIED_AFTER_NAVIGATION,https://www.etsy.com/your/shops/me?ref=seller-platform-mcnav,
2026-05-09T01:16:27-04:00,SHOP_BASICS_shopTagline,FAILED_CLICK,https://www.etsy.com/your/shops/me/settings/your-shop/shop-basics?ref=seller-platform-mcnav,"{""clicked"": false, ""reason"": ""missing_section""}"
2026-05-09T01:16:29-04:00,SHOP_BASICS_shopStory,FAILED_CLICK,https://www.etsy.com/your/shops/me/settings/your-shop/shop-basics?ref=seller-platform-mcnav,"{""clicked"": false, ""reason"": ""missing_section""}"
