Timestamp,Action,Status,Detail
2026-05-09T01:35:56-04:00,AUTHORIZE_PAGE,LOADED,"{""url"": ""https://www.etsy.com/error.php"", ""title"": ""Etsy - Your place to buy and sell all things handmade, vintage, and supplies"", ""text"": ""Go back to Etsy.com\nUh oh!\nA stitch has gone awry. Please try again later.\nSearch\n Go back to Etsy.com\nYou can try refreshing your page in a few moments. If this is a widespread issue, you'll be able to find details at https://www.etsystatus.com/.""}"
2026-05-09T01:35:56-04:00,AUTHORIZE_CLICK,NO_BUTTON,"{""clicked"": false, ""buttons"": [""Go back to Etsy.com"", ""Search"", ""Go back to Etsy.com"", ""https://www.etsystatus.com/""], ""text"": ""Go back to Etsy.com\nUh oh!\nA stitch has gone awry. Please try again later.\nSearch\n Go back to Etsy.com\nYou can try refreshing your page in a few moments. If this is a widespread issue, you'll be able to find details at https://www.etsystatus.com/.""}"
2026-05-09T01:39:55-04:00,OAUTH_FLOW,FAILED,"{""authorize_result"": {""clicked"": false, ""buttons"": [""Go back to Etsy.com"", ""Search"", ""Go back to Etsy.com"", ""https://www.etsystatus.com/""], ""text"": ""Go back to Etsy.com\nUh oh!\nA stitch has gone awry. Please try again later.\nSearch\n Go back to Etsy.com\nYou can try refreshing your page in a few moments. If this is a widespread issue, you'll be able to find details at https://www.etsystatus.com/.""}, ""listener_ok"": false, ""listener_error"": ""Timed out waiting for Etsy OAuth callback."", ""token_present"": false, ""refresh_present"": false}"
2026-05-09T01:40:28-04:00,AUTHORIZE_PAGE,LOADED,"{""url"": ""https://www.etsy.com/error.php"", ""title"": ""Etsy - Your place to buy and sell all things handmade, vintage, and supplies"", ""text"": ""Go back to Etsy.com\nUh oh!\nA stitch has gone awry. Please try again later.\nSearch\n Go back to Etsy.com\nYou can try refreshing your page in a few moments. If this is a widespread issue, you'll be able to find details at https://www.etsystatus.com/.""}"
2026-05-09T01:40:28-04:00,AUTHORIZE_CLICK,NO_BUTTON,"{""clicked"": false, ""buttons"": [""Go back to Etsy.com"", ""Search"", ""Go back to Etsy.com"", ""https://www.etsystatus.com/""], ""text"": ""Go back to Etsy.com\nUh oh!\nA stitch has gone awry. Please try again later.\nSearch\n Go back to Etsy.com\nYou can try refreshing your page in a few moments. If this is a widespread issue, you'll be able to find details at https://www.etsystatus.com/.""}"
2026-05-09T01:41:57-04:00,OAUTH_FLOW,FAILED,"{""authorize_result"": {""clicked"": false, ""buttons"": [""Go back to Etsy.com"", ""Search"", ""Go back to Etsy.com"", ""https://www.etsystatus.com/""], ""text"": ""Go back to Etsy.com\nUh oh!\nA stitch has gone awry. Please try again later.\nSearch\n Go back to Etsy.com\nYou can try refreshing your page in a few moments. If this is a widespread issue, you'll be able to find details at https://www.etsystatus.com/.""}, ""listener_ok"": false, ""listener_error"": ""Timed out waiting for Etsy OAuth callback."", ""token_present"": false, ""refresh_present"": false}"
