ID,Product_Type,Status,Printify_Product_ID,exact_sha_match,visual_match,local_size,remote_size,remote_declared_size,ahash_distance,local_sha256,remote_sha256,remote_image_id,error
Acrylic-Academia-0001,Acrylic,Printify_PrimaryFix_Needed,69f298dc9577aaffd50689b0,False,True,"(1538, 2138)","(1538, 2138)","(1538, 2138)",0,6f59b085d746c2bd4d7a68efaa7190a2a10870ffa02ef7a37f8ceee310e017cd,0188fc48dd853224e6af7caa35ee96108f0c21dda6d3bffaa31ce625bec81632,69f298ca204a925095a998db,
Acrylic-Grimdark-0082,Acrylic,Printify_PrimaryFix_Needed,69f2a7d0e64c9f31b70f79cf,False,True,"(1538, 2138)","(1538, 2138)","(1538, 2138)",0,6a9a4530815948238f9fc3f7452553fff9149c28939ccdb44d6bbab529f0b122,3d6b56ab5af279aae29066e1b695c056e672bc67e27c05ec81b70e07d2ddeff5,69f2a7b6bc52810016d49e2b,
Acrylic-Zen-0002,Acrylic,Printify_PrimaryFix_Needed,69f2a8a5357398ded80f8faf,False,True,"(1538, 2138)","(1538, 2138)","(1538, 2138)",0,7e46a8edcb7133eca1d9c5071e5029140f1a8b3806a354c6429f1779ac6fb11d,a2c7d7bfe319ae3a41d660fa33d05959dea097717604e880e4042beaf4da8be6,69f2a88b9fa0a4fc2318bbb9,
Acrylic-Zen-0003,Acrylic,Printify_PrimaryFix_Needed,69f2a9b45f78c14a7b0a7290,False,True,"(1538, 2138)","(1538, 2138)","(1538, 2138)",0,ded2f38f3007ef3898ef386684b3f080e1bcafcb2a9f55a58713b3eda7c0958f,81890ea245283d0f30e97d34e1f8e17cdc2ee19e78dad6034ebfe4b278ae6e5f,69f2a99ff51d85298e782f61,
