ID,Folder_Status,Reasons,Asset,Width,Height,Sharpness,Bytes
Sticker-Zen-0050,ok,,U2,1024,1024,2143.51,1005342
Sticker-Zen-0050,ok,,U3,1024,1024,2799.19,1162898
Sticker-Zen-0050,ok,,U4,1024,1024,2661.03,1074965
Sticker-Zen-0051,ok,,Cover,1800,1800,2836.25,3980738
Sticker-Zen-0051,ok,,Production,1664,1664,1489.01,2390211
Sticker-Zen-0051,ok,,U1,1024,1024,3263.05,1696951
Sticker-Zen-0051,ok,,U2,1024,1024,2554.38,1334695
Sticker-Zen-0051,ok,,U3,1024,1024,2704.58,1167499
Sticker-Zen-0051,ok,,U4,1024,1024,2192.2,922718
Sticker-Zen-0052,ok,,Cover,1800,1800,3095.09,3728461
Sticker-Zen-0052,ok,,Production,1664,1664,3312.89,3641592
Sticker-Zen-0052,ok,,U1,1024,1024,2372.05,1178379
Sticker-Zen-0052,ok,,U2,1024,1024,2686.81,1272773
Sticker-Zen-0052,ok,,U3,1024,1024,2476.16,873688
Sticker-Zen-0052,ok,,U4,1024,1024,3177.83,1376658
Sticker-Zen-0053,ok,,Cover,1800,1800,3021.5,4927388
Sticker-Zen-0053,ok,,Production,1664,1664,1958.29,3604560
Sticker-Zen-0053,ok,,U1,1024,1024,2873.5,1496358
Sticker-Zen-0053,ok,,U2,1024,1024,3087.91,1293189
Sticker-Zen-0053,ok,,U3,1024,1024,2942.59,1600524
Sticker-Zen-0053,ok,,U4,1024,1024,2988.66,2045403
Sticker-Zen-0054,ok,,Cover,1800,1800,2691.06,4104559
Sticker-Zen-0054,ok,,Production,1664,1664,2080.63,3689288
Sticker-Zen-0054,ok,,U1,1024,1024,2327.37,1262956
Sticker-Zen-0054,ok,,U2,1024,1024,2173.27,1114249
Sticker-Zen-0054,ok,,U3,1024,1024,1915.8,1572573
Sticker-Zen-0054,ok,,U4,1024,1024,3016.34,1257821
Sticker-Zen-0055,ok,,Cover,1800,1800,5188.38,4711093
Sticker-Zen-0055,ok,,Production,1664,1664,1477.1,1839662
Sticker-Zen-0055,ok,,U1,1024,1024,5162.25,1531395
Sticker-Zen-0055,ok,,U2,1024,1024,6837.99,1596173
Sticker-Zen-0055,ok,,U3,1024,1024,4564.05,1335958
Sticker-Zen-0055,ok,,U4,1024,1024,6409.78,1659437
Sticker-Zen-0056,ok,,Cover,1800,1800,3715.71,5328305
Sticker-Zen-0056,ok,,Production,1664,1664,3488.99,4675043
Sticker-Zen-0056,ok,,U1,1024,1024,3369.4,1579160
Sticker-Zen-0056,ok,,U2,1024,1024,4579.3,1927040
Sticker-Zen-0056,ok,,U3,1024,1024,3509.6,1700336
Sticker-Zen-0056,ok,,U4,1024,1024,4021.23,1650273
Sticker-Zen-0057,ok,,Cover,1800,1800,6389.96,6204723
Sticker-Zen-0057,ok,,Production,1664,1664,5221.19,5082217
Sticker-Zen-0057,ok,,U1,1024,1024,6628.86,2015715
Sticker-Zen-0057,ok,,U2,1024,1024,5342.98,2031592
Sticker-Zen-0057,ok,,U3,1024,1024,5697.73,2046288
Sticker-Zen-0057,ok,,U4,1024,1024,5451.59,1979303
Sticker-Zen-0058,ok,,Cover,1800,1800,3847.91,4031802
Sticker-Zen-0058,ok,,Production,1664,1664,3935.05,3986536
Sticker-Zen-0058,ok,,U1,1024,1024,2428.74,862706
Sticker-Zen-0058,ok,,U2,1024,1024,3371.04,1721282
Sticker-Zen-0058,ok,,U3,1024,1024,3531.17,1602098
Sticker-Zen-0058,ok,,U4,1024,1024,3725.57,1000272
Sticker-Zen-0060,ok,,Cover,1800,1800,3091.63,3417450
Sticker-Zen-0060,ok,,Production,1664,1664,2032.15,2090567
Sticker-Zen-0060,ok,,U1,1024,1024,2911.49,958028
Sticker-Zen-0060,ok,,U2,1024,1024,3282.99,1020353
Sticker-Zen-0060,ok,,U3,1024,1024,3358.4,1265039
Sticker-Zen-0060,ok,,U4,1024,1024,3139.61,1100054
Sticker-Zen-0061,ok,,Cover,1800,1800,3781.56,4948857
Sticker-Zen-0061,ok,,Production,1664,1664,3453.18,4009142
Sticker-Zen-0061,ok,,U1,1024,1024,2856.98,1381711
Sticker-Zen-0061,ok,,U2,1024,1024,2293.13,1155256
Sticker-Zen-0061,ok,,U3,1024,1024,3527.68,2054581
Sticker-Zen-0061,ok,,U4,1024,1024,4770.93,1897632
Sticker-Zen-0062,ok,,Cover,1800,1800,3172.71,4452196
Sticker-Zen-0062,ok,,Production,1664,1664,2136.17,3006493
Sticker-Zen-0062,ok,,U1,1024,1024,2344.64,1231009
Sticker-Zen-0062,ok,,U2,1024,1024,2451.57,967382
Sticker-Zen-0062,ok,,U3,1024,1024,2770.4,1694745
Sticker-Zen-0062,ok,,U4,1024,1024,3403.75,1994392
Sticker-Zen-0063,ok,,Cover,1800,1800,3764.32,4994451
Sticker-Zen-0063,ok,,Production,1664,1664,3773.37,4716266
Sticker-Zen-0063,ok,,U1,1024,1024,4325.56,2086209
Sticker-Zen-0063,ok,,U2,1024,1024,3263.73,1265338
Sticker-Zen-0063,ok,,U3,1024,1024,3414.73,1779129
Sticker-Zen-0063,ok,,U4,1024,1024,3274.97,1406385
Sticker-Zen-0066,ok,,Cover,1800,1800,3603.59,4360827
Sticker-Zen-0066,ok,,Production,1664,1664,2646.73,3232126
Sticker-Zen-0066,ok,,U1,1024,1024,4435.54,1352536
Sticker-Zen-0066,ok,,U2,1024,1024,2494.36,1144114
Sticker-Zen-0066,ok,,U3,1024,1024,2228.56,1759236
Sticker-Zen-0066,ok,,U4,1024,1024,2507.57,1328102
Sticker-Zen-0067,ok,,Cover,1800,1800,4288.8,4280407
Sticker-Zen-0067,ok,,Production,1664,1664,3948.14,3659108
Sticker-Zen-0067,ok,,U1,1024,1024,3876.35,1388579
Sticker-Zen-0067,ok,,U2,1024,1024,2702.12,1038661
Sticker-Zen-0067,ok,,U3,1024,1024,4674.63,1850885
Sticker-Zen-0067,ok,,U4,1024,1024,3083.87,1187147
Sticker-Zen-0068,ok,,Cover,1800,1800,3662.23,4514188
Sticker-Zen-0068,ok,,Production,1664,1664,3937.68,4386761
Sticker-Zen-0068,ok,,U1,1024,1024,3592.73,1649710
Sticker-Zen-0068,ok,,U2,1024,1024,3579.8,1557980
Sticker-Zen-0068,ok,,U3,1024,1024,3432.27,1332260
Sticker-Zen-0068,ok,,U4,1024,1024,2980.04,1284438
Sticker-Zen-0069,ok,,Cover,1800,1800,4125.6,3950497
Sticker-Zen-0069,ok,,Production,1664,1664,4258.11,3616713
Sticker-Zen-0069,ok,,U1,1024,1024,5472.92,1702277
Sticker-Zen-0069,ok,,U2,1024,1024,3103.28,1110932
Sticker-Zen-0069,ok,,U3,1024,1024,4161.0,1260466
Sticker-Zen-0069,ok,,U4,1024,1024,2699.14,969989
Sticker-Zen-0070,ok,,Cover,1800,1800,2964.33,3575640
Sticker-Zen-0070,ok,,Production,1664,1664,2752.75,3276702
Sticker-Zen-0070,ok,,U1,1024,1024,4245.98,1219071
Sticker-Zen-0070,ok,,U2,1024,1024,1767.94,975975
Sticker-Zen-0070,ok,,U3,1024,1024,3156.4,1261214
Sticker-Zen-0070,ok,,U4,1024,1024,3058.91,1083333
Sticker-Zen-0071,ok,,Cover,1800,1800,3478.25,2802910
Sticker-Zen-0071,ok,,Production,1664,1664,3520.31,2419402
Sticker-Zen-0071,ok,,U1,1024,1024,4289.91,938234
Sticker-Zen-0071,ok,,U2,1024,1024,3034.04,862248
Sticker-Zen-0071,ok,,U3,1024,1024,4156.27,950768
Sticker-Zen-0071,ok,,U4,1024,1024,4102.53,862367
Sticker-Zen-0072,ok,,Cover,1800,1800,3816.49,3138770
Sticker-Zen-0072,ok,,Production,1664,1664,3797.64,2527246
Sticker-Zen-0072,ok,,U1,1024,1024,4645.37,1014390
Sticker-Zen-0072,ok,,U2,1024,1024,3677.86,1002716
Sticker-Zen-0072,ok,,U3,1024,1024,3654.08,1031925
Sticker-Zen-0072,ok,,U4,1024,1024,3322.5,908937
Sticker-Zen-0073,ok,,Cover,1800,1800,3400.15,2658447
Sticker-Zen-0073,ok,,Production,1664,1664,3248.55,2204466
Sticker-Zen-0073,ok,,U1,1024,1024,4231.26,931329
Sticker-Zen-0073,ok,,U2,1024,1024,4158.52,1054366
Sticker-Zen-0073,ok,,U3,1024,1024,3083.87,764448
Sticker-Zen-0073,ok,,U4,1024,1024,2958.11,791201
Sticker-Zen-0074,ok,,Cover,1800,1800,3220.71,3197532
Sticker-Zen-0074,ok,,Production,1664,1664,3198.11,2845424
Sticker-Zen-0074,ok,,U1,1024,1024,3369.35,879446
Sticker-Zen-0074,ok,,U2,1024,1024,2797.77,1054772
Sticker-Zen-0074,ok,,U3,1024,1024,3387.04,1112383
Sticker-Zen-0074,ok,,U4,1024,1024,4144.49,1103184
Sticker-Zen-0075,ok,,Cover,1800,1800,5977.99,4309748
Sticker-Zen-0075,ok,,Production,1664,1664,6557.89,3998573
Sticker-Zen-0075,ok,,U1,1024,1024,7115.3,1651772
Sticker-Zen-0075,ok,,U2,1024,1024,5968.02,1434223
Sticker-Zen-0075,ok,,U3,1024,1024,5502.07,1217216
Sticker-Zen-0075,ok,,U4,1024,1024,6580.76,1444792
Sticker-Zen-0076,ok,,Cover,1800,1800,2578.64,3130559
Sticker-Zen-0076,ok,,Production,1664,1664,2744.03,2848974
Sticker-Zen-0076,ok,,U1,1024,1024,1678.72,1046457
Sticker-Zen-0076,ok,,U2,1024,1024,2813.57,1133788
Sticker-Zen-0076,ok,,U3,1024,1024,2672.18,1056768
Sticker-Zen-0076,ok,,U4,1024,1024,2221.12,923633
Sticker-Zen-0078,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Cover,1800,1800,701.23,889993
Sticker-Zen-0078,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Production,1664,1664,692.88,1194761
Sticker-Zen-0078,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U1,256,256,383.19,49731
Sticker-Zen-0078,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U2,256,256,529.89,33915
Sticker-Zen-0078,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U3,256,256,532.86,43448
Sticker-Zen-0078,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U4,256,256,533.33,30101
Sticker-Zen-0079,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Cover,1800,1800,523.71,1152225
Sticker-Zen-0079,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Production,1664,1664,479.25,1447741
Sticker-Zen-0079,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U1,256,256,372.81,60343
Sticker-Zen-0079,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U2,256,256,487.23,49046
Sticker-Zen-0079,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U3,256,256,392.69,62835
Sticker-Zen-0079,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U4,256,256,434.97,61493
Sticker-Zen-0080,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Cover,1800,1800,678.9,1304017
Sticker-Zen-0080,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Production,1664,1664,667.03,1325746
Sticker-Zen-0080,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U1,256,256,441.84,28515
Sticker-Zen-0080,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U2,256,256,302.41,73083
Sticker-Zen-0080,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U3,256,256,413.55,81411
Sticker-Zen-0080,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U4,256,256,335.22,53925
Sticker-Zen-0081,ok,,Cover,1800,1800,2471.61,2816791
Sticker-Zen-0081,ok,,Production,1664,1664,2581.72,2282887
Sticker-Zen-0081,ok,,U1,1024,1024,2401.51,710739
Sticker-Zen-0081,ok,,U2,1024,1024,2476.46,937764
Sticker-Zen-0081,ok,,U3,1024,1024,2694.03,800025
Sticker-Zen-0081,ok,,U4,1024,1024,3829.67,1073017
Sticker-Zen-0082,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Cover,1800,1800,520.7,638893
Sticker-Zen-0082,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Production,1664,1664,523.98,927639
Sticker-Zen-0082,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U1,256,256,504.39,33078
Sticker-Zen-0082,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U2,256,256,505.57,25954
Sticker-Zen-0082,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U3,256,256,504.41,26055
Sticker-Zen-0082,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U4,256,256,503.8,32076
Sticker-Zen-0083,ok,,Cover,1800,1800,2309.51,2816693
Sticker-Zen-0083,ok,,Production,1664,1664,2669.35,2552648
Sticker-Zen-0083,ok,,U1,1024,1024,2725.31,1030644
Sticker-Zen-0083,ok,,U2,1024,1024,1204.94,886662
Sticker-Zen-0083,ok,,U3,1024,1024,1613.34,643247
Sticker-Zen-0083,ok,,U4,1024,1024,3732.85,969149
Sticker-Zen-0084,ok,,Cover,1800,1800,3388.41,4611631
Sticker-Zen-0084,ok,,Production,1664,1664,3683.39,4511695
Sticker-Zen-0084,ok,,U1,1024,1024,2396.97,1293541
Sticker-Zen-0084,ok,,U2,1024,1024,4334.81,1656739
Sticker-Zen-0084,ok,,U3,1024,1024,4009.15,1551492
Sticker-Zen-0084,ok,,U4,1024,1024,3191.9,1458672
Sticker-Zen-0085,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Cover,1800,1800,640.17,1607353
Sticker-Zen-0085,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Production,1664,1664,640.19,1627137
Sticker-Zen-0085,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U1,256,256,412.23,83912
Sticker-Zen-0085,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U2,256,256,299.25,67435
Sticker-Zen-0085,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U3,256,256,357.26,67079
Sticker-Zen-0085,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U4,256,256,373.02,71501
Sticker-Zen-0086,ok,,Cover,1800,1800,4091.4,3049397
Sticker-Zen-0086,ok,,Production,1664,1664,4222.87,2876417
Sticker-Zen-0086,ok,,U1,1024,1024,4106.16,899440
Sticker-Zen-0086,ok,,U2,1024,1024,4188.76,1099310
Sticker-Zen-0086,ok,,U3,1024,1024,3606.31,997614
Sticker-Zen-0086,ok,,U4,1024,1024,3618.75,964757
Sticker-Zen-0087,ok,,Cover,1800,1800,4206.47,3307755
Sticker-Zen-0087,ok,,Production,1664,1664,4677.57,2850763
Sticker-Zen-0087,ok,,U1,1024,1024,4528.14,1114148
Sticker-Zen-0087,ok,,U2,1024,1024,4594.99,1155037
Sticker-Zen-0087,ok,,U3,1024,1024,3318.47,950087
Sticker-Zen-0087,ok,,U4,1024,1024,4378.11,1095665
Sticker-Zen-0088,ok,,Cover,1800,1800,4551.64,3891077
Sticker-Zen-0088,ok,,Production,1664,1664,5221.97,3736741
Sticker-Zen-0088,ok,,U1,1024,1024,4816.22,1187702
Sticker-Zen-0088,ok,,U2,1024,1024,4738.49,1366327
Sticker-Zen-0088,ok,,U3,1024,1024,3792.76,1444213
Sticker-Zen-0088,ok,,U4,1024,1024,4878.57,1256942
Sticker-Zen-0089,ok,,Cover,1800,1800,4009.95,3260399
Sticker-Zen-0089,ok,,Production,1664,1664,4263.4,3197041
Sticker-Zen-0089,ok,,U1,1024,1024,5017.39,1205011
Sticker-Zen-0089,ok,,U2,1024,1024,4220.15,962786
Sticker-Zen-0089,ok,,U3,1024,1024,4240.1,1096667
Sticker-Zen-0089,ok,,U4,1024,1024,4146.52,1099658
Sticker-Zen-0090,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Cover,1800,1800,2391.57,2249414
Sticker-Zen-0090,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,Production,1664,1664,2531.79,2286513
Sticker-Zen-0090,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U1,256,256,1083.65,87965
Sticker-Zen-0090,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U2,256,256,1637.37,89023
Sticker-Zen-0090,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U3,256,256,1166.47,78182
Sticker-Zen-0090,low_resolution_gallery,U1_lowres_256x256;U2_lowres_256x256;U3_lowres_256x256;U4_lowres_256x256,U4,256,256,1214.92,83394
Sticker-Zen-0091,ok,,Cover,1800,1800,3319.3,1929221
Sticker-Zen-0091,ok,,Production,1664,1664,3737.24,1821795
Sticker-Zen-0091,ok,,U1,1024,1024,3497.93,585871
Sticker-Zen-0091,ok,,U2,1024,1024,3218.28,680774
Sticker-Zen-0091,ok,,U3,1024,1024,2888.25,559109
Sticker-Zen-0091,ok,,U4,1024,1024,3719.69,629865
Sticker-Zen-0092,ok,,Cover,1800,1800,4971.55,3885607
Sticker-Zen-0092,ok,,Production,1664,1664,5583.67,3601129
Sticker-Zen-0092,ok,,U1,1024,1024,5607.18,1522643
Sticker-Zen-0092,ok,,U2,1024,1024,4429.43,1034514
Sticker-Zen-0092,ok,,U3,1024,1024,4792.53,1317221
Sticker-Zen-0092,ok,,U4,1024,1024,4991.18,1390779
Sticker-Zen-0093,ok,,Cover,1800,1800,1864.54,1179602
Sticker-Zen-0093,ok,,Production,1664,1664,1983.28,1182191
Sticker-Zen-0093,ok,,U1,1024,1024,2139.42,406784
Sticker-Zen-0093,ok,,U2,1024,1024,1744.38,341840
Sticker-Zen-0093,ok,,U3,1024,1024,2033.49,354865
Sticker-Zen-0093,ok,,U4,1024,1024,1936.06,421981
Sticker-Zen-0094,ok,,Cover,1800,1800,3422.58,3847373
Sticker-Zen-0094,ok,,Production,1664,1664,3600.2,2977892
Sticker-Zen-0094,ok,,U1,1024,1024,3654.33,1121282
Sticker-Zen-0094,ok,,U2,1024,1024,2292.5,1373345
Sticker-Zen-0094,ok,,U3,1024,1024,2790.67,1607979
Sticker-Zen-0094,ok,,U4,1024,1024,3459.94,1016503
Sticker-Zen-0095,ok,,Cover,1800,1800,3738.24,2375360
Sticker-Zen-0095,ok,,Production,1664,1664,3500.73,1847451
Sticker-Zen-0095,ok,,U1,1024,1024,4055.77,914191
Sticker-Zen-0095,ok,,U2,1024,1024,2824.21,502902
Sticker-Zen-0095,ok,,U3,1024,1024,3948.92,891221
Sticker-Zen-0095,ok,,U4,1024,1024,3518.98,746006
Sticker-Zen-0096,ok,,Cover,1800,1800,3707.82,2537462
Sticker-Zen-0096,ok,,Production,1664,1664,3750.51,2105456
Sticker-Zen-0096,ok,,U1,1024,1024,4006.49,880768
Sticker-Zen-0096,ok,,U2,1024,1024,4433.36,885895
Sticker-Zen-0096,ok,,U3,1024,1024,3519.6,851636
Sticker-Zen-0096,ok,,U4,1024,1024,3427.49,657092
Sticker-Zen-0097,ok,,Cover,1800,1800,2684.61,1839864
Sticker-Zen-0097,ok,,Production,1664,1664,2976.6,1720516
Sticker-Zen-0097,ok,,U1,1024,1024,2992.25,719480
Sticker-Zen-0097,ok,,U2,1024,1024,2658.23,516097
Sticker-Zen-0097,ok,,U3,1024,1024,2263.79,558647
Sticker-Zen-0097,ok,,U4,1024,1024,2695.95,632293
Sticker-Zen-0098,ok,,Cover,1800,1800,3884.69,3745987
Sticker-Zen-0098,ok,,Production,1664,1664,4111.06,3440472
Sticker-Zen-0098,ok,,U1,1024,1024,3399.14,1126917
Sticker-Zen-0098,ok,,U2,1024,1024,4405.1,1450050
Sticker-Zen-0098,ok,,U3,1024,1024,3520.93,953696
Sticker-Zen-0098,ok,,U4,1024,1024,4616.21,1300225
Sticker-Zen-0099,ok,,Cover,1800,1800,3697.62,4133381
Sticker-Zen-0099,ok,,Production,1664,1664,3564.26,3426359
Sticker-Zen-0099,ok,,U1,1024,1024,3412.1,1260268
Sticker-Zen-0099,ok,,U2,1024,1024,4583.84,1470482
Sticker-Zen-0099,ok,,U3,1024,1024,3533.99,1291690
Sticker-Zen-0099,ok,,U4,1024,1024,4110.71,1358283
Sticker-Zen-0100,ok,,Cover,1800,1800,3825.39,3565144
Sticker-Zen-0100,ok,,Production,1664,1664,3947.11,2826056
Sticker-Zen-0100,ok,,U1,1024,1024,4305.89,1124122
Sticker-Zen-0100,ok,,U2,1024,1024,4442.06,1185665
Sticker-Zen-0100,ok,,U3,1024,1024,4172.6,1206059
Sticker-Zen-0100,ok,,U4,1024,1024,4615.5,1167924
Sticker-Zen-0101,ok,,Cover,1800,1800,3907.5,3489116
Sticker-Zen-0101,ok,,Production,1664,1664,3735.46,2919113
Sticker-Zen-0101,ok,,U1,1024,1024,3878.65,845224
Sticker-Zen-0101,ok,,U2,1024,1024,3876.62,1430645
Sticker-Zen-0101,ok,,U3,1024,1024,3369.87,975430
Sticker-Zen-0101,ok,,U4,1024,1024,4552.46,1267060
Sticker-Zen-0102,ok,,Cover,1800,1800,2463.29,2956304
Sticker-Zen-0102,ok,,Production,1664,1664,2520.2,2130936
Sticker-Zen-0102,ok,,U1,1024,1024,2385.46,896374
Sticker-Zen-0102,ok,,U2,1024,1024,2167.96,833991
Sticker-Zen-0102,ok,,U3,1024,1024,3275.49,1202219
Sticker-Zen-0102,ok,,U4,1024,1024,2475.96,880951
Sticker-Zen-0103,ok,,Cover,1800,1800,4877.25,4062005
Sticker-Zen-0103,ok,,Production,1664,1664,5408.56,3754939
Sticker-Zen-0103,ok,,U1,1024,1024,6493.87,1475038
Sticker-Zen-0103,ok,,U2,1024,1024,5104.51,1133525
Sticker-Zen-0103,ok,,U3,1024,1024,4186.86,1481007
Sticker-Zen-0103,ok,,U4,1024,1024,4791.11,1323605
Sticker-Zen-0104,ok,,Cover,1800,1800,5314.33,4018480
Sticker-Zen-0104,ok,,Production,1664,1664,4478.07,3440678
Sticker-Zen-0104,ok,,U1,1024,1024,4582.02,1220143
Sticker-Zen-0104,ok,,U2,1024,1024,5409.9,1482115
Sticker-Zen-0104,ok,,U3,1024,1024,4693.74,1384210
Sticker-Zen-0104,ok,,U4,1024,1024,4332.8,1366863
Sticker-Zen-0105,ok,,Cover,1800,1800,3797.91,3545785
Sticker-Zen-0105,ok,,Production,1664,1664,4180.38,3134313
Sticker-Zen-0105,ok,,U1,1024,1024,3202.25,1385214
Sticker-Zen-0105,ok,,U2,1024,1024,3933.97,874619
Sticker-Zen-0105,ok,,U3,1024,1024,2937.38,1304034
Sticker-Zen-0105,ok,,U4,1024,1024,3959.7,1085734
Sticker-Zen-0106,ok,,Cover,1800,1800,3011.78,3025199
Sticker-Zen-0106,ok,,Production,1664,1664,3206.4,2321650
Sticker-Zen-0106,ok,,U1,1024,1024,3216.78,767804
Sticker-Zen-0106,ok,,U2,1024,1024,3261.77,1092568
Sticker-Zen-0106,ok,,U3,1024,1024,3732.74,1053222
Sticker-Zen-0106,ok,,U4,1024,1024,3371.97,981785
Sticker-Zen-0107,ok,,Cover,1800,1800,2228.34,2259605
Sticker-Zen-0107,ok,,Production,1664,1664,2360.0,1622556
Sticker-Zen-0107,ok,,U1,1024,1024,2472.19,762273
Sticker-Zen-0107,ok,,U2,1024,1024,2627.23,779818
Sticker-Zen-0107,ok,,U3,1024,1024,2313.55,692419
Sticker-Zen-0107,ok,,U4,1024,1024,1941.97,635208
Sticker-Zen-0108,ok,,Cover,1800,1800,3992.58,3861482
Sticker-Zen-0108,ok,,Production,1664,1664,4456.93,3429768
Sticker-Zen-0108,ok,,U1,1024,1024,4752.91,1258243
Sticker-Zen-0108,ok,,U2,1024,1024,4509.18,1341874
Sticker-Zen-0108,ok,,U3,1024,1024,4595.87,1181844
Sticker-Zen-0108,ok,,U4,1024,1024,5050.82,1344713
Sticker-Zen-0109,ok,,Cover,1800,1800,2670.84,2832374
Sticker-Zen-0109,ok,,Production,1664,1664,3046.69,2034679
Sticker-Zen-0109,ok,,U1,1024,1024,3577.31,1086487
Sticker-Zen-0109,ok,,U2,1024,1024,3196.12,885421
Sticker-Zen-0109,ok,,U3,1024,1024,2698.33,828467
Sticker-Zen-0109,ok,,U4,1024,1024,2709.52,842567
Sticker-Zen-0110,ok,,Cover,1800,1800,1876.96,2282009
Sticker-Zen-0110,ok,,Production,1664,1664,1515.84,1874419
Sticker-Zen-0110,ok,,U1,1024,1024,1318.66,603006
Sticker-Zen-0110,ok,,U2,1024,1024,2183.49,894664
Sticker-Zen-0110,ok,,U3,1024,1024,2061.01,699061
Sticker-Zen-0110,ok,,U4,1024,1024,2065.29,682765
Sticker-Zen-0111,ok,,Cover,1800,1800,2325.53,3237995
Sticker-Zen-0111,ok,,Production,1664,1664,2754.52,3139628
Sticker-Zen-0111,ok,,U1,1024,1024,1402.04,930532
Sticker-Zen-0111,ok,,U2,1024,1024,2095.86,1125425
Sticker-Zen-0111,ok,,U3,1024,1024,3129.46,1001973
Sticker-Zen-0111,ok,,U4,1024,1024,2838.78,1146887
Sticker-Zen-0112,ok,,Cover,1800,1800,3121.41,2333379
Sticker-Zen-0112,ok,,Production,1664,1664,3338.34,2018663
Sticker-Zen-0112,ok,,U1,1024,1024,3090.04,589053
Sticker-Zen-0112,ok,,U2,1024,1024,2935.2,728211
Sticker-Zen-0112,ok,,U3,1024,1024,3481.63,775022
Sticker-Zen-0112,ok,,U4,1024,1024,5465.93,948907
Sticker-Zen-0113,ok,,Cover,1800,1800,2549.56,2913948
Sticker-Zen-0113,ok,,Production,1664,1664,2912.23,2819917
Sticker-Zen-0113,ok,,U1,1024,1024,2793.45,1069445
Sticker-Zen-0113,ok,,U2,1024,1024,3297.85,1013867
Sticker-Zen-0113,ok,,U3,1024,1024,3635.85,1115850
Sticker-Zen-0113,ok,,U4,1024,1024,1900.68,761698
Sticker-Zen-0114,ok,,Cover,1800,1800,3361.9,3463766
Sticker-Zen-0114,ok,,Production,1664,1664,3782.97,3232361
Sticker-Zen-0114,ok,,U1,1024,1024,3976.02,1101642
Sticker-Zen-0114,ok,,U2,1024,1024,3689.48,1350357
