Product_Family,Priority,Blueprint_ID,Blueprint_Title,Provider_ID,Provider_Title,Variant_ID,Variant_Title,Variant_Options,Cost_Cents,Suggested_Retail_Cents,Print_Area,US_Shipping_First_Cents,US_Shipping_Additional_Cents,Shipping_Profile,Decision,Probe_Status,Probe_Timestamp
Framed Poster,2,492,Vertical Framed Poster,36,Print Pigeons,65400,11″ x 14″ / Black,"{""size"": ""11″ x 14″"", ""color"": ""Black""}",,,front:3300x4200,4459,3459,": first={'cost': 9149, 'currency': 'USD'} add={'cost': 9149, 'currency': 'USD'} | : first={'cost': 3749, 'currency': 'USD'} add={'cost': 3749, 'currency': 'USD'} | : first={'cost': 7299, 'currency': 'USD'} add={'cost': 7299, 'currency': 'USD'}",Priority Test,OK,2026-05-05 12:37:35 -0400
Framed Poster,2,492,Vertical Framed Poster,36,Print Pigeons,65401,11″ x 14″ / White,"{""size"": ""11″ x 14″"", ""color"": ""White""}",,,front:3300x4200,4459,3459,": first={'cost': 9149, 'currency': 'USD'} add={'cost': 9149, 'currency': 'USD'} | : first={'cost': 3749, 'currency': 'USD'} add={'cost': 3749, 'currency': 'USD'} | : first={'cost': 7299, 'currency': 'USD'} add={'cost': 7299, 'currency': 'USD'}",Priority Test,OK,2026-05-05 12:37:35 -0400
Framed Poster,2,492,Vertical Framed Poster,36,Print Pigeons,65402,12″ x 18″ / Black,"{""size"": ""12″ x 18″"", ""color"": ""Black""}",,,front:3600x5400,4459,3459,": first={'cost': 9149, 'currency': 'USD'} add={'cost': 9149, 'currency': 'USD'} | : first={'cost': 3749, 'currency': 'USD'} add={'cost': 3749, 'currency': 'USD'} | : first={'cost': 7299, 'currency': 'USD'} add={'cost': 7299, 'currency': 'USD'}",Priority Test,OK,2026-05-05 12:37:35 -0400
Framed Poster,2,492,Vertical Framed Poster,36,Print Pigeons,65403,12″ x 18″ / White,"{""size"": ""12″ x 18″"", ""color"": ""White""}",,,front:3600x5400,4459,3459,": first={'cost': 9149, 'currency': 'USD'} add={'cost': 9149, 'currency': 'USD'} | : first={'cost': 3749, 'currency': 'USD'} add={'cost': 3749, 'currency': 'USD'} | : first={'cost': 7299, 'currency': 'USD'} add={'cost': 7299, 'currency': 'USD'}",Priority Test,OK,2026-05-05 12:37:35 -0400
Framed Poster,2,492,Vertical Framed Poster,36,Print Pigeons,65406,18″ x 24″ / Black,"{""size"": ""18″ x 24″"", ""color"": ""Black""}",,,front:5400x7200,4599,3599,": first={'cost': 9149, 'currency': 'USD'} add={'cost': 9149, 'currency': 'USD'} | : first={'cost': 3749, 'currency': 'USD'} add={'cost': 3749, 'currency': 'USD'} | : first={'cost': 7299, 'currency': 'USD'} add={'cost': 7299, 'currency': 'USD'}",Priority Test,OK,2026-05-05 12:37:35 -0400
Framed Poster,2,492,Vertical Framed Poster,36,Print Pigeons,65407,18″ x 24″ / White,"{""size"": ""18″ x 24″"", ""color"": ""White""}",,,front:5400x7200,4599,3599,": first={'cost': 9149, 'currency': 'USD'} add={'cost': 9149, 'currency': 'USD'} | : first={'cost': 3749, 'currency': 'USD'} add={'cost': 3749, 'currency': 'USD'} | : first={'cost': 7299, 'currency': 'USD'} add={'cost': 7299, 'currency': 'USD'}",Priority Test,OK,2026-05-05 12:37:35 -0400
Framed Poster,2,492,Vertical Framed Poster,36,Print Pigeons,65410,24″ x 36″ / Black,"{""size"": ""24″ x 36″"", ""color"": ""Black""}",,,front:7200x10800,5849,4849,": first={'cost': 9149, 'currency': 'USD'} add={'cost': 9149, 'currency': 'USD'} | : first={'cost': 3749, 'currency': 'USD'} add={'cost': 3749, 'currency': 'USD'} | : first={'cost': 7299, 'currency': 'USD'} add={'cost': 7299, 'currency': 'USD'}",Priority Test,OK,2026-05-05 12:37:35 -0400
Framed Poster,2,492,Vertical Framed Poster,36,Print Pigeons,65411,24″ x 36″ / White,"{""size"": ""24″ x 36″"", ""color"": ""White""}",,,front:7200x10800,5849,4849,": first={'cost': 9149, 'currency': 'USD'} add={'cost': 9149, 'currency': 'USD'} | : first={'cost': 3749, 'currency': 'USD'} add={'cost': 3749, 'currency': 'USD'} | : first={'cost': 7299, 'currency': 'USD'} add={'cost': 7299, 'currency': 'USD'}",Priority Test,OK,2026-05-05 12:37:35 -0400
Framed Poster,2,540,Framed Vertical Poster,2,Sensaria,69663,"11"" x 14"" / Black","{""size"": ""11\"" x 14\"""", ""color"": ""Black""}",,,front:3300x4200,1249,739,": first={'cost': 7049, 'currency': 'USD'} add={'cost': 5249, 'currency': 'USD'} | : first={'cost': 7049, 'currency': 'USD'} add={'cost': 6779, 'currency': 'USD'} | : first={'cost': 22259, 'currency': 'USD'} add={'cost': 21399, 'currency': 'USD'}",Priority Test,OK,2026-05-05 12:37:37 -0400
Framed Poster,2,540,Framed Vertical Poster,2,Sensaria,69664,12″ x 16″ / Black,"{""size"": ""12″ x 16″"", ""color"": ""Black""}",,,front:3600x4800,1249,739,": first={'cost': 7049, 'currency': 'USD'} add={'cost': 5249, 'currency': 'USD'} | : first={'cost': 7049, 'currency': 'USD'} add={'cost': 6779, 'currency': 'USD'} | : first={'cost': 22259, 'currency': 'USD'} add={'cost': 21399, 'currency': 'USD'}",Priority Test,OK,2026-05-05 12:37:37 -0400
Framed Poster,2,540,Framed Vertical Poster,2,Sensaria,69666,16″ x 16″ / Black,"{""size"": ""16″ x 16″"", ""color"": ""Black""}",,,front:4800x4800,1249,739,": first={'cost': 7049, 'currency': 'USD'} add={'cost': 5249, 'currency': 'USD'} | : first={'cost': 7049, 'currency': 'USD'} add={'cost': 6779, 'currency': 'USD'} | : first={'cost': 22259, 'currency': 'USD'} add={'cost': 21399, 'currency': 'USD'}",Priority Test,OK,2026-05-05 12:37:37 -0400
Framed Poster,2,540,Framed Vertical Poster,2,Sensaria,69667,16″ x 20″ / Black,"{""size"": ""16″ x 20″"", ""color"": ""Black""}",,,front:4800x6000,1719,729,": first={'cost': 7049, 'currency': 'USD'} add={'cost': 5249, 'currency': 'USD'} | : first={'cost': 7049, 'currency': 'USD'} add={'cost': 6779, 'currency': 'USD'} | : first={'cost': 22259, 'currency': 'USD'} add={'cost': 21399, 'currency': 'USD'}",Priority Test,OK,2026-05-05 12:37:37 -0400
Framed Poster,2,540,Framed Vertical Poster,2,Sensaria,69668,16″ x 24″ / Black,"{""size"": ""16″ x 24″"", ""color"": ""Black""}",,,front:4800x7200,1719,729,": first={'cost': 7049, 'currency': 'USD'} add={'cost': 5249, 'currency': 'USD'} | : first={'cost': 7049, 'currency': 'USD'} add={'cost': 6779, 'currency': 'USD'} | : first={'cost': 22259, 'currency': 'USD'} add={'cost': 21399, 'currency': 'USD'}",Priority Test,OK,2026-05-05 12:37:37 -0400
Framed Poster,2,540,Framed Vertical Poster,2,Sensaria,69669,"20"" x 30"" / Black","{""size"": ""20\"" x 30\"""", ""color"": ""Black""}",,,front:6000x9000,2189,1159,": first={'cost': 7049, 'currency': 'USD'} add={'cost': 5249, 'currency': 'USD'} | : first={'cost': 7049, 'currency': 'USD'} add={'cost': 6779, 'currency': 'USD'} | : first={'cost': 22259, 'currency': 'USD'} add={'cost': 21399, 'currency': 'USD'}",Priority Test,OK,2026-05-05 12:37:37 -0400
Framed Poster,2,540,Framed Vertical Poster,2,Sensaria,69670,"11"" x 14"" / Walnut","{""size"": ""11\"" x 14\"""", ""color"": ""Walnut""}",,,front:3300x4200,1249,739,": first={'cost': 7049, 'currency': 'USD'} add={'cost': 5249, 'currency': 'USD'} | : first={'cost': 7049, 'currency': 'USD'} add={'cost': 6779, 'currency': 'USD'} | : first={'cost': 22259, 'currency': 'USD'} add={'cost': 21399, 'currency': 'USD'}",Priority Test,OK,2026-05-05 12:37:37 -0400
Framed Poster,2,540,Framed Vertical Poster,2,Sensaria,69671,12″ x 16″ / Walnut,"{""size"": ""12″ x 16″"", ""color"": ""Walnut""}",,,front:3600x4800,1249,739,": first={'cost': 7049, 'currency': 'USD'} add={'cost': 5249, 'currency': 'USD'} | : first={'cost': 7049, 'currency': 'USD'} add={'cost': 6779, 'currency': 'USD'} | : first={'cost': 22259, 'currency': 'USD'} add={'cost': 21399, 'currency': 'USD'}",Priority Test,OK,2026-05-05 12:37:37 -0400
Framed Poster,2,764,Framed Posters,72,Print Clever,75327,8″ x 10″ (Vertical) / Semi Glossy,"{""size"": ""8″ x 10″ (Vertical)"", ""paper"": ""Semi Glossy""}",,,front:2398x3000,2599,1599,": first={'cost': 3249, 'currency': 'USD'} add={'cost': 2249, 'currency': 'USD'} | : first={'cost': 1569, 'currency': 'USD'} add={'cost': 199, 'currency': 'USD'} | : first={'cost': 1599, 'currency': 'USD'} add={'cost': 1599, 'currency': 'USD'}",Verify orientation/sizes,OK,2026-05-05 12:37:38 -0400
Framed Poster,2,764,Framed Posters,72,Print Clever,75328,"8"" x 12"" (Vertical) / Semi Glossy","{""size"": ""8\"" x 12\"" (Vertical)"", ""paper"": ""Semi Glossy""}",,,front:2398x3591,2599,1599,": first={'cost': 3249, 'currency': 'USD'} add={'cost': 2249, 'currency': 'USD'} | : first={'cost': 1569, 'currency': 'USD'} add={'cost': 199, 'currency': 'USD'} | : first={'cost': 1599, 'currency': 'USD'} add={'cost': 1599, 'currency': 'USD'}",Verify orientation/sizes,OK,2026-05-05 12:37:38 -0400
Framed Poster,2,764,Framed Posters,72,Print Clever,75330,12″ x 18″ (Vertical) / Semi Glossy,"{""size"": ""12″ x 18″ (Vertical)"", ""paper"": ""Semi Glossy""}",,,front:3591x5398,3249,2249,": first={'cost': 3249, 'currency': 'USD'} add={'cost': 2249, 'currency': 'USD'} | : first={'cost': 1569, 'currency': 'USD'} add={'cost': 199, 'currency': 'USD'} | : first={'cost': 1599, 'currency': 'USD'} add={'cost': 1599, 'currency': 'USD'}",Verify orientation/sizes,OK,2026-05-05 12:37:38 -0400
Framed Poster,2,764,Framed Posters,72,Print Clever,75331,"16"" x 20"" (Vertical) / Semi Glossy","{""size"": ""16\"" x 20\"" (Vertical)"", ""paper"": ""Semi Glossy""}",,,front:4795x6000,3249,2249,": first={'cost': 3249, 'currency': 'USD'} add={'cost': 2249, 'currency': 'USD'} | : first={'cost': 1569, 'currency': 'USD'} add={'cost': 199, 'currency': 'USD'} | : first={'cost': 1599, 'currency': 'USD'} add={'cost': 1599, 'currency': 'USD'}",Verify orientation/sizes,OK,2026-05-05 12:37:38 -0400
Framed Poster,2,764,Framed Posters,72,Print Clever,75332,16″ x 24″ (Vertical) / Semi Glossy,"{""size"": ""16″ x 24″ (Vertical)"", ""paper"": ""Semi Glossy""}",,,front:4795x7205,4419,3419,": first={'cost': 3249, 'currency': 'USD'} add={'cost': 2249, 'currency': 'USD'} | : first={'cost': 1569, 'currency': 'USD'} add={'cost': 199, 'currency': 'USD'} | : first={'cost': 1599, 'currency': 'USD'} add={'cost': 1599, 'currency': 'USD'}",Verify orientation/sizes,OK,2026-05-05 12:37:38 -0400
Framed Poster,2,764,Framed Posters,72,Print Clever,75333,24″ x 24″ / Semi Glossy,"{""size"": ""24″ x 24″"", ""paper"": ""Semi Glossy""}",,,front:7205x7205,6269,5269,": first={'cost': 3249, 'currency': 'USD'} add={'cost': 2249, 'currency': 'USD'} | : first={'cost': 1569, 'currency': 'USD'} add={'cost': 199, 'currency': 'USD'} | : first={'cost': 1599, 'currency': 'USD'} add={'cost': 1599, 'currency': 'USD'}",Verify orientation/sizes,OK,2026-05-05 12:37:38 -0400
Framed Poster,2,764,Framed Posters,72,Print Clever,75334,"24"" x 32"" (Vertical) / Semi Glossy","{""size"": ""24\"" x 32\"" (Vertical)"", ""paper"": ""Semi Glossy""}",,,front:7205x9602,6269,5269,": first={'cost': 3249, 'currency': 'USD'} add={'cost': 2249, 'currency': 'USD'} | : first={'cost': 1569, 'currency': 'USD'} add={'cost': 199, 'currency': 'USD'} | : first={'cost': 1599, 'currency': 'USD'} add={'cost': 1599, 'currency': 'USD'}",Verify orientation/sizes,OK,2026-05-05 12:37:38 -0400
Framed Poster,2,764,Framed Posters,72,Print Clever,75335,"24"" x 36"" (Vertical) / Semi Glossy","{""size"": ""24\"" x 36\"" (Vertical)"", ""paper"": ""Semi Glossy""}",,,front:7205x10795,8679,7679,": first={'cost': 3249, 'currency': 'USD'} add={'cost': 2249, 'currency': 'USD'} | : first={'cost': 1569, 'currency': 'USD'} add={'cost': 199, 'currency': 'USD'} | : first={'cost': 1599, 'currency': 'USD'} add={'cost': 1599, 'currency': 'USD'}",Verify orientation/sizes,OK,2026-05-05 12:37:38 -0400
Framed Poster,2,1130,"Framed Posters, Matte",66,Prima Printing,85211,14″ x 11″ (Horizontal) / Black Frame / Matte,"{""size"": ""14″ x 11″ (Horizontal)"", ""color"": ""Black Frame"", ""paper"": ""Matte""}",,,front:4276x3366,,,": first={'cost': 1009, 'currency': 'USD'} add={'cost': 1009, 'currency': 'USD'} | : first={'cost': 1099, 'currency': 'USD'} add={'cost': 1009, 'currency': 'USD'} | : first={'cost': 7619, 'currency': 'USD'} add={'cost': 7619, 'currency': 'USD'}",Priority Test,OK,2026-05-05 12:37:40 -0400
Framed Poster,2,1130,"Framed Posters, Matte",66,Prima Printing,85212,"15"" x 10"" (Horizontal) / Black Frame / Matte","{""size"": ""15\"" x 10\"" (Horizontal)"", ""color"": ""Black Frame"", ""paper"": ""Matte""}",,,front:4571x3071,,,": first={'cost': 1009, 'currency': 'USD'} add={'cost': 1009, 'currency': 'USD'} | : first={'cost': 1099, 'currency': 'USD'} add={'cost': 1009, 'currency': 'USD'} | : first={'cost': 7619, 'currency': 'USD'} add={'cost': 7619, 'currency': 'USD'}",Priority Test,OK,2026-05-05 12:37:40 -0400
Framed Poster,2,1130,"Framed Posters, Matte",66,Prima Printing,85213,16″ x 12″ (Horizontal) / Black Frame / Matte,"{""size"": ""16″ x 12″ (Horizontal)"", ""color"": ""Black Frame"", ""paper"": ""Matte""}",,,front:4866x3661,,,": first={'cost': 1009, 'currency': 'USD'} add={'cost': 1009, 'currency': 'USD'} | : first={'cost': 1099, 'currency': 'USD'} add={'cost': 1009, 'currency': 'USD'} | : first={'cost': 7619, 'currency': 'USD'} add={'cost': 7619, 'currency': 'USD'}",Priority Test,OK,2026-05-05 12:37:40 -0400
Framed Poster,2,1130,"Framed Posters, Matte",66,Prima Printing,85214,"10"" x 15"" (Vertical) / Black Frame / Matte","{""size"": ""10\"" x 15\"" (Vertical)"", ""color"": ""Black Frame"", ""paper"": ""Matte""}",,,front:3071x4571,,,": first={'cost': 1009, 'currency': 'USD'} add={'cost': 1009, 'currency': 'USD'} | : first={'cost': 1099, 'currency': 'USD'} add={'cost': 1009, 'currency': 'USD'} | : first={'cost': 7619, 'currency': 'USD'} add={'cost': 7619, 'currency': 'USD'}",Priority Test,OK,2026-05-05 12:37:40 -0400
Framed Poster,2,1130,"Framed Posters, Matte",66,Prima Printing,85215,11″ x 14″ (Vertical) / Black Frame / Matte,"{""size"": ""11″ x 14″ (Vertical)"", ""color"": ""Black Frame"", ""paper"": ""Matte""}",,,front:3366x4276,,,": first={'cost': 1009, 'currency': 'USD'} add={'cost': 1009, 'currency': 'USD'} | : first={'cost': 1099, 'currency': 'USD'} add={'cost': 1009, 'currency': 'USD'} | : first={'cost': 7619, 'currency': 'USD'} add={'cost': 7619, 'currency': 'USD'}",Priority Test,OK,2026-05-05 12:37:40 -0400
Framed Poster,2,1130,"Framed Posters, Matte",66,Prima Printing,85216,12″ x 16″ (Vertical) / Black Frame / Matte,"{""size"": ""12″ x 16″ (Vertical)"", ""color"": ""Black Frame"", ""paper"": ""Matte""}",,,front:3661x4866,,,": first={'cost': 1009, 'currency': 'USD'} add={'cost': 1009, 'currency': 'USD'} | : first={'cost': 1099, 'currency': 'USD'} add={'cost': 1009, 'currency': 'USD'} | : first={'cost': 7619, 'currency': 'USD'} add={'cost': 7619, 'currency': 'USD'}",Priority Test,OK,2026-05-05 12:37:40 -0400
Framed Poster,2,1140,"Framed Posters, Black",66,Prima Printing,87613,"7"" x 5"" (Horizontal) / Black Frame","{""size"": ""7\"" x 5\"" (Horizontal)"", ""color"": ""Black Frame""}",,,front:2126x1524,,,": first={'cost': 879, 'currency': 'USD'} add={'cost': 349, 'currency': 'USD'} | : first={'cost': 899, 'currency': 'USD'} add={'cost': 719, 'currency': 'USD'} | : first={'cost': 4919, 'currency': 'USD'} add={'cost': 4919, 'currency': 'USD'}",Secondary Test,OK,2026-05-05 12:37:41 -0400
Framed Poster,2,1140,"Framed Posters, Black",66,Prima Printing,87615,"8"" x 6"" (Horizontal) / Black Frame","{""size"": ""8\"" x 6\"" (Horizontal)"", ""color"": ""Black Frame""}",,,front:2374x1819,,,": first={'cost': 879, 'currency': 'USD'} add={'cost': 349, 'currency': 'USD'} | : first={'cost': 899, 'currency': 'USD'} add={'cost': 719, 'currency': 'USD'} | : first={'cost': 4919, 'currency': 'USD'} add={'cost': 4919, 'currency': 'USD'}",Secondary Test,OK,2026-05-05 12:37:41 -0400
Framed Poster,2,1140,"Framed Posters, Black",66,Prima Printing,87617,"10"" x 8"" (Horizontal) / Black Frame","{""size"": ""10\"" x 8\"" (Horizontal)"", ""color"": ""Black Frame""}",,,front:3012x2374,,,": first={'cost': 879, 'currency': 'USD'} add={'cost': 349, 'currency': 'USD'} | : first={'cost': 899, 'currency': 'USD'} add={'cost': 719, 'currency': 'USD'} | : first={'cost': 4919, 'currency': 'USD'} add={'cost': 4919, 'currency': 'USD'}",Secondary Test,OK,2026-05-05 12:37:41 -0400
Framed Poster,2,1140,"Framed Posters, Black",66,Prima Printing,87618,"12"" x 8"" (Horizontal) / Black Frame","{""size"": ""12\"" x 8\"" (Horizontal)"", ""color"": ""Black Frame""}",,,front:3555x2374,,,": first={'cost': 879, 'currency': 'USD'} add={'cost': 349, 'currency': 'USD'} | : first={'cost': 899, 'currency': 'USD'} add={'cost': 719, 'currency': 'USD'} | : first={'cost': 4919, 'currency': 'USD'} add={'cost': 4919, 'currency': 'USD'}",Secondary Test,OK,2026-05-05 12:37:41 -0400
Framed Poster,2,1140,"Framed Posters, Black",66,Prima Printing,87620,"5"" x 7"" (Vertical) / Black Frame","{""size"": ""5\"" x 7\"" (Vertical)"", ""color"": ""Black Frame""}",,,front:1524x2126,,,": first={'cost': 879, 'currency': 'USD'} add={'cost': 349, 'currency': 'USD'} | : first={'cost': 899, 'currency': 'USD'} add={'cost': 719, 'currency': 'USD'} | : first={'cost': 4919, 'currency': 'USD'} add={'cost': 4919, 'currency': 'USD'}",Secondary Test,OK,2026-05-05 12:37:41 -0400
Framed Poster,2,1140,"Framed Posters, Black",66,Prima Printing,87622,"6"" x 8"" (Vertical) / Black Frame","{""size"": ""6\"" x 8\"" (Vertical)"", ""color"": ""Black Frame""}",,,front:1819x2374,,,": first={'cost': 879, 'currency': 'USD'} add={'cost': 349, 'currency': 'USD'} | : first={'cost': 899, 'currency': 'USD'} add={'cost': 719, 'currency': 'USD'} | : first={'cost': 4919, 'currency': 'USD'} add={'cost': 4919, 'currency': 'USD'}",Secondary Test,OK,2026-05-05 12:37:41 -0400
Framed Poster,2,1140,"Framed Posters, Black",66,Prima Printing,87624,"8"" x 10"" (Vertical) / Black Frame","{""size"": ""8\"" x 10\"" (Vertical)"", ""color"": ""Black Frame""}",,,front:2374x3012,,,": first={'cost': 879, 'currency': 'USD'} add={'cost': 349, 'currency': 'USD'} | : first={'cost': 899, 'currency': 'USD'} add={'cost': 719, 'currency': 'USD'} | : first={'cost': 4919, 'currency': 'USD'} add={'cost': 4919, 'currency': 'USD'}",Secondary Test,OK,2026-05-05 12:37:41 -0400
Framed Poster,2,1140,"Framed Posters, Black",66,Prima Printing,87625,"8"" x 12"" (Vertical) / Black Frame","{""size"": ""8\"" x 12\"" (Vertical)"", ""color"": ""Black Frame""}",,,front:2374x3555,,,": first={'cost': 879, 'currency': 'USD'} add={'cost': 349, 'currency': 'USD'} | : first={'cost': 899, 'currency': 'USD'} add={'cost': 719, 'currency': 'USD'} | : first={'cost': 4919, 'currency': 'USD'} add={'cost': 4919, 'currency': 'USD'}",Secondary Test,OK,2026-05-05 12:37:41 -0400
Framed Poster,2,1236,Framed Paper Posters,105,Jondo,93816,11″ x 14″ (Vertical) / Black Frame / Fine Art,"{""size"": ""11″ x 14″ (Vertical)"", ""color"": ""Black Frame"", ""paper"": ""Fine Art""}",,,front:3300x4200,1389,649,": first={'cost': 1629, 'currency': 'USD'} add={'cost': 769, 'currency': 'USD'} | : first={'cost': 1629, 'currency': 'USD'} add={'cost': 439, 'currency': 'USD'} | : first={'cost': 1389, 'currency': 'USD'} add={'cost': 649, 'currency': 'USD'}",Verify provider/cost,OK,2026-05-05 12:37:43 -0400
Framed Poster,2,1236,Framed Paper Posters,105,Jondo,93817,11″ x 14″ (Vertical) / Black Frame / Semi Glossy,"{""size"": ""11″ x 14″ (Vertical)"", ""color"": ""Black Frame"", ""paper"": ""Semi Glossy""}",,,front:3300x4200,1389,649,": first={'cost': 1629, 'currency': 'USD'} add={'cost': 769, 'currency': 'USD'} | : first={'cost': 1629, 'currency': 'USD'} add={'cost': 439, 'currency': 'USD'} | : first={'cost': 1389, 'currency': 'USD'} add={'cost': 649, 'currency': 'USD'}",Verify provider/cost,OK,2026-05-05 12:37:43 -0400
Framed Poster,2,1236,Framed Paper Posters,105,Jondo,93818,12″ x 18″ (Vertical) / Black Frame / Fine Art,"{""size"": ""12″ x 18″ (Vertical)"", ""color"": ""Black Frame"", ""paper"": ""Fine Art""}",,,front:3600x5400,1389,649,": first={'cost': 1629, 'currency': 'USD'} add={'cost': 769, 'currency': 'USD'} | : first={'cost': 1629, 'currency': 'USD'} add={'cost': 439, 'currency': 'USD'} | : first={'cost': 1389, 'currency': 'USD'} add={'cost': 649, 'currency': 'USD'}",Verify provider/cost,OK,2026-05-05 12:37:43 -0400
Framed Poster,2,1236,Framed Paper Posters,105,Jondo,93819,12″ x 18″ (Vertical) / Black Frame / Semi Glossy,"{""size"": ""12″ x 18″ (Vertical)"", ""color"": ""Black Frame"", ""paper"": ""Semi Glossy""}",,,front:3600x5400,1389,649,": first={'cost': 1629, 'currency': 'USD'} add={'cost': 769, 'currency': 'USD'} | : first={'cost': 1629, 'currency': 'USD'} add={'cost': 439, 'currency': 'USD'} | : first={'cost': 1389, 'currency': 'USD'} add={'cost': 649, 'currency': 'USD'}",Verify provider/cost,OK,2026-05-05 12:37:43 -0400
Framed Poster,2,1236,Framed Paper Posters,105,Jondo,93820,"16"" x 20"" (Vertical) / Black Frame / Fine Art","{""size"": ""16\"" x 20\"" (Vertical)"", ""color"": ""Black Frame"", ""paper"": ""Fine Art""}",,,front:4800x6000,1629,769,": first={'cost': 1629, 'currency': 'USD'} add={'cost': 769, 'currency': 'USD'} | : first={'cost': 1629, 'currency': 'USD'} add={'cost': 439, 'currency': 'USD'} | : first={'cost': 1389, 'currency': 'USD'} add={'cost': 649, 'currency': 'USD'}",Verify provider/cost,OK,2026-05-05 12:37:43 -0400
Framed Poster,2,1236,Framed Paper Posters,105,Jondo,93821,"16"" x 20"" (Vertical) / Black Frame / Semi Glossy","{""size"": ""16\"" x 20\"" (Vertical)"", ""color"": ""Black Frame"", ""paper"": ""Semi Glossy""}",,,front:4800x6000,1629,769,": first={'cost': 1629, 'currency': 'USD'} add={'cost': 769, 'currency': 'USD'} | : first={'cost': 1629, 'currency': 'USD'} add={'cost': 439, 'currency': 'USD'} | : first={'cost': 1389, 'currency': 'USD'} add={'cost': 649, 'currency': 'USD'}",Verify provider/cost,OK,2026-05-05 12:37:43 -0400
Framed Poster,2,1236,Framed Paper Posters,105,Jondo,93822,18″ x 24″ (Vertical) / Black Frame / Fine Art,"{""size"": ""18″ x 24″ (Vertical)"", ""color"": ""Black Frame"", ""paper"": ""Fine Art""}",,,front:5400x7200,1629,769,": first={'cost': 1629, 'currency': 'USD'} add={'cost': 769, 'currency': 'USD'} | : first={'cost': 1629, 'currency': 'USD'} add={'cost': 439, 'currency': 'USD'} | : first={'cost': 1389, 'currency': 'USD'} add={'cost': 649, 'currency': 'USD'}",Verify provider/cost,OK,2026-05-05 12:37:43 -0400
Framed Poster,2,1236,Framed Paper Posters,105,Jondo,93823,18″ x 24″ (Vertical) / Black Frame / Semi Glossy,"{""size"": ""18″ x 24″ (Vertical)"", ""color"": ""Black Frame"", ""paper"": ""Semi Glossy""}",,,front:5400x7200,1629,769,": first={'cost': 1629, 'currency': 'USD'} add={'cost': 769, 'currency': 'USD'} | : first={'cost': 1629, 'currency': 'USD'} add={'cost': 439, 'currency': 'USD'} | : first={'cost': 1389, 'currency': 'USD'} add={'cost': 649, 'currency': 'USD'}",Verify provider/cost,OK,2026-05-05 12:37:43 -0400
Framed Poster,2,1275,Posters with Wooden Frame,220,Posterflow,96196,16″ x 12″ (Horizontal) / Black Frame / Matte,"{""size"": ""16″ x 12″ (Horizontal)"", ""color"": ""Black Frame"", ""paper"": ""Matte""}",,,front:4724x3543,,,": first={'cost': 759, 'currency': 'USD'} add={'cost': 199, 'currency': 'USD'} | : first={'cost': 3899, 'currency': 'USD'} add={'cost': 199, 'currency': 'USD'} | : first={'cost': 3899, 'currency': 'USD'} add={'cost': 399, 'currency': 'USD'}",Secondary Test,OK,2026-05-05 12:37:44 -0400
Framed Poster,2,1275,Posters with Wooden Frame,220,Posterflow,96197,16″ x 12″ (Horizontal) / Black Frame / Satin,"{""size"": ""16″ x 12″ (Horizontal)"", ""color"": ""Black Frame"", ""paper"": ""Satin""}",,,front:4724x3543,,,": first={'cost': 759, 'currency': 'USD'} add={'cost': 199, 'currency': 'USD'} | : first={'cost': 3899, 'currency': 'USD'} add={'cost': 199, 'currency': 'USD'} | : first={'cost': 3899, 'currency': 'USD'} add={'cost': 399, 'currency': 'USD'}",Secondary Test,OK,2026-05-05 12:37:44 -0400
Framed Poster,2,1275,Posters with Wooden Frame,220,Posterflow,96198,16″ x 12″ (Horizontal) / Natural Wood Frame / Matte,"{""size"": ""16″ x 12″ (Horizontal)"", ""color"": ""Natural Wood Frame"", ""paper"": ""Matte""}",,,front:4724x3543,,,": first={'cost': 759, 'currency': 'USD'} add={'cost': 199, 'currency': 'USD'} | : first={'cost': 3899, 'currency': 'USD'} add={'cost': 199, 'currency': 'USD'} | : first={'cost': 3899, 'currency': 'USD'} add={'cost': 399, 'currency': 'USD'}",Secondary Test,OK,2026-05-05 12:37:44 -0400
Framed Poster,2,1275,Posters with Wooden Frame,220,Posterflow,96199,16″ x 12″ (Horizontal) / Natural Wood Frame / Satin,"{""size"": ""16″ x 12″ (Horizontal)"", ""color"": ""Natural Wood Frame"", ""paper"": ""Satin""}",,,front:4724x3543,,,": first={'cost': 759, 'currency': 'USD'} add={'cost': 199, 'currency': 'USD'} | : first={'cost': 3899, 'currency': 'USD'} add={'cost': 199, 'currency': 'USD'} | : first={'cost': 3899, 'currency': 'USD'} add={'cost': 399, 'currency': 'USD'}",Secondary Test,OK,2026-05-05 12:37:44 -0400
Framed Poster,2,1275,Posters with Wooden Frame,220,Posterflow,96200,16″ x 12″ (Horizontal) / White Frame / Matte,"{""size"": ""16″ x 12″ (Horizontal)"", ""color"": ""White Frame"", ""paper"": ""Matte""}",,,front:4724x3543,,,": first={'cost': 759, 'currency': 'USD'} add={'cost': 199, 'currency': 'USD'} | : first={'cost': 3899, 'currency': 'USD'} add={'cost': 199, 'currency': 'USD'} | : first={'cost': 3899, 'currency': 'USD'} add={'cost': 399, 'currency': 'USD'}",Secondary Test,OK,2026-05-05 12:37:44 -0400
